MEDIUM_MEDIENINHABER,medium,RECHTSTRÄGER,LEERMELDUNG,QUARTAL,bekanntgabe_description,year,BEKANNTGABE,id,EURO
biber,Biber,"Bundesministerium für Arbeit, Soziales und Konsumentenschutz",0,20123,Werbeaufträge und Medienkooperationen,2012,2,189,5309.52
Falter,Falter,"Bundesministerium für Arbeit, Soziales und Konsumentenschutz",0,20123,Werbeaufträge und Medienkooperationen,2012,2,190,12083.4
Österreich,Österreich,Bundesministerium für europäische und internationale Angelegenheiten,0,20123,Werbeaufträge und Medienkooperationen,2012,2,191,20231.2
NÖN,Niederösterreichische Nachrichten,Bundesministerium für europäische und internationale Angelegenheiten,0,20123,Werbeaufträge und Medienkooperationen,2012,2,192,17816.12
auto touring,auto touring,Bundesministerium für europäische und internationale Angelegenheiten,0,20123,Werbeaufträge und Medienkooperationen,2012,2,193,10185.0
Faktum,Faktum,Bundesministerium für europäische und internationale Angelegenheiten,0,20123,Werbeaufträge und Medienkooperationen,2012,2,194,10000.0
Die Ganze Woche,Ganze Woche,Bundesministerium für europäische und internationale Angelegenheiten,0,20123,Werbeaufträge und Medienkooperationen,2012,2,195,8925.0
Radio Racja Minsk,Radio Racja Minsk,Bundesministerium für europäische und internationale Angelegenheiten,0,20123,Förderungen,2012,4,196,10000.0
Die Presse - Politscher Salon,Die Presse,Bundesministerium für Finanzen,0,20123,Werbeaufträge und Medienkooperationen,2012,2,197,50000.0
KMU-Ratgeber,KMU-Ratgeber,Bundesministerium für Finanzen,0,20123,Werbeaufträge und Medienkooperationen,2012,2,198,11645.0
Kommunal,Kommunal,Bundesministerium für Finanzen,0,20123,Werbeaufträge und Medienkooperationen,2012,2,199,12586.0
Career und Careerguide 2013,Career und Careerguide 2013,Bundesministerium für Finanzen,0,20123,Werbeaufträge und Medienkooperationen,2012,2,200,6500.0
Der Standard,Der Standard,Bundesministerium für Gesundheit,0,20123,Werbeaufträge und Medienkooperationen,2012,2,201,33240.0
Gesünder leben,Gesünder Leben,Bundesministerium für Gesundheit,0,20123,Werbeaufträge und Medienkooperationen,2012,2,202,5480.0
Krone bunt,Krone,Bundesministerium für Gesundheit,0,20123,Werbeaufträge und Medienkooperationen,2012,2,203,48920.0
Kurier,Kurier,Bundesministerium für Gesundheit,0,20123,Werbeaufträge und Medienkooperationen,2012,2,204,9040.0
Österreich,Österreich,Bundesministerium für Gesundheit,0,20123,Werbeaufträge und Medienkooperationen,2012,2,205,27176.62
Heute,Heute,Bundesministerium für Inneres,0,20123,Werbeaufträge und Medienkooperationen,2012,2,206,123404.16
Kommunal,Kommunal,Bundesministerium für Inneres,0,20123,Werbeaufträge und Medienkooperationen,2012,2,207,7815.86
Die Presse,Die Presse,Bundesministerium für Inneres,0,20123,Werbeaufträge und Medienkooperationen,2012,2,208,45368.3
Kosmo,Kosmo,Bundesministerium für Inneres,0,20123,Werbeaufträge und Medienkooperationen,2012,2,209,30196.0
tv-media,TV-media,Bundesministerium für Inneres,0,20123,Werbeaufträge und Medienkooperationen,2012,2,210,10150.0
Die Ganze Woche,Ganze Woche,Bundesministerium für Inneres,0,20123,Werbeaufträge und Medienkooperationen,2012,2,211,19400.0
News,News,Bundesministerium für Inneres,0,20123,Werbeaufträge und Medienkooperationen,2012,2,212,42850.0
auto touring,auto touring,Bundesministerium für Inneres,0,20123,Werbeaufträge und Medienkooperationen,2012,2,213,21000.0
Österreich,Österreich,Bundesministerium für Inneres,0,20123,Werbeaufträge und Medienkooperationen,2012,2,214,149909.4
Österreich,Österreich,"Bundesministerium für Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft",0,20123,Werbeaufträge und Medienkooperationen,2012,2,215,9357.33
Tiroler Tageszeitung,Tiroler Tageszeitung,"Bundesministerium für Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft",0,20123,Werbeaufträge und Medienkooperationen,2012,2,216,9500.36
Vorarlberger Nachrichten,Vorarlberger Nachrichten,"Bundesministerium für Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft",0,20123,Werbeaufträge und Medienkooperationen,2012,2,217,7441.74
Die ganze Woche,Ganze Woche,"Bundesministerium für Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft",0,20123,Werbeaufträge und Medienkooperationen,2012,2,218,7140.0
Niederösterreichische Nachrichten,Niederösterreichische Nachrichten,"Bundesministerium für Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft",0,20123,Werbeaufträge und Medienkooperationen,2012,2,219,21360.3
Xpress,Xpress,"Bundesministerium für Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft",0,20123,Werbeaufträge und Medienkooperationen,2012,2,220,6822.27
KOMMUNAL,Kommunal,"Bundesministerium für Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft",0,20123,Werbeaufträge und Medienkooperationen,2012,2,221,8877.27
KOCHEN & KÜCHE,Kochen& Küche,"Bundesministerium für Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft",0,20123,Werbeaufträge und Medienkooperationen,2012,2,222,6857.14
KOMMUNALNET,Kommunal,"Bundesministerium für Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft",0,20123,Werbeaufträge und Medienkooperationen,2012,2,223,7000.84
Bauernjournal Österreich,Bauernjournal Österreich,"Bundesministerium für Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft",0,20123,Werbeaufträge und Medienkooperationen,2012,2,224,7490.0
Familienmagazin TIPI,Familienmagazin TIPI,"Bundesministerium für Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft",0,20123,Werbeaufträge und Medienkooperationen,2012,2,225,7313.25
Madonna,Madonna,"Bundesministerium für Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft",0,20123,Werbeaufträge und Medienkooperationen,2012,2,226,7832.29
ORF 2/TV Trailer,ORF,"Bundesministerium für Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft",0,20123,Werbeaufträge und Medienkooperationen,2012,2,227,19038.0
Standard online,Der Standard,"Bundesministerium für Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft",0,20123,Werbeaufträge und Medienkooperationen,2012,2,228,23499.46
Tips total regional.,Tips total regional.,"Bundesministerium für Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft",0,20123,Werbeaufträge und Medienkooperationen,2012,2,229,7277.08
Der Standard,Der Standard,"Bundesministerium für Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft",0,20123,Werbeaufträge und Medienkooperationen,2012,2,230,14503.24
Die Presse,Die Presse,"Bundesministerium für Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft",0,20123,Werbeaufträge und Medienkooperationen,2012,2,231,5368.6
Heute,Heute,"Bundesministerium für Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft",0,20123,Werbeaufträge und Medienkooperationen,2012,2,232,22954.08
Kleine Zeitung,Kleine Zeitung,"Bundesministerium für Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft",0,20123,Werbeaufträge und Medienkooperationen,2012,2,233,6577.36
Kronen Zeitung,Krone,"Bundesministerium für Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft",0,20123,Werbeaufträge und Medienkooperationen,2012,2,234,10074.2
Kurier,Kurier,"Bundesministerium für Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft",0,20123,Werbeaufträge und Medienkooperationen,2012,2,235,15297.5
"Forschungsgesellschaft für Solidarität, Ökologie und Lebensstil","Forschungsgesellschaft für Solidarität, Ökologie und Lebensstil","Bundesministerium für Land- und Forstwirtschaft, Umwelt und Wasserwirtschaft",0,20123,Förderungen,2012,4,236,15850.0
Der Soldat,Der Soldat,Bundesministerium für Landesverteidigung und Sport,0,20123,Werbeaufträge und Medienkooperationen,2012,2,237,16935.0
Heute,Heute,Bundesministerium für Landesverteidigung und Sport,0,20123,Werbeaufträge und Medienkooperationen,2012,2,238,27948.4
Österreich,Österreich,Bundesministerium für Landesverteidigung und Sport,0,20123,Werbeaufträge und Medienkooperationen,2012,2,239,25500.0
Kronen Zeitung,Krone,Bundesministerium für Landesverteidigung und Sport,0,20123,Werbeaufträge und Medienkooperationen,2012,2,240,51813.73
www.karriere.at,www.karriere.at,Bundesministerium für Landesverteidigung und Sport,0,20123,Werbeaufträge und Medienkooperationen,2012,2,241,5123.33
Ballesterer fm,Ballesterer fm,Bundesministerium für Landesverteidigung und Sport,0,20123,Werbeaufträge und Medienkooperationen,2012,2,242,8350.0
Nightline Futureguide,Nightline Futureguide,Bundesministerium für Landesverteidigung und Sport,0,20123,Werbeaufträge und Medienkooperationen,2012,2,243,10000.0
The Red Bulletin,The Red Bulletin,Bundesministerium für Landesverteidigung und Sport,0,20123,Werbeaufträge und Medienkooperationen,2012,2,244,29665.08
Österreich Cover Wien,Österreich,Bundesministerium für Landesverteidigung und Sport,0,20123,Werbeaufträge und Medienkooperationen,2012,2,245,6053.0
Kurier,Kurier,Bundesministerium für Landesverteidigung und Sport,0,20123,Werbeaufträge und Medienkooperationen,2012,2,246,11835.25
bz-Wiener Bezirkszeitung,Wiener Bezirkszeitung,Bundesministerium für Landesverteidigung und Sport,0,20123,Werbeaufträge und Medienkooperationen,2012,2,247,5564.8
SportWoche,SportWoche,Bundesministerium für Landesverteidigung und Sport,0,20123,Werbeaufträge und Medienkooperationen,2012,2,248,8879.37
Sport aktiv,Sport aktiv,Bundesministerium für Landesverteidigung und Sport,0,20123,Werbeaufträge und Medienkooperationen,2012,2,249,25000.0
www.unijobs.at,www.unijobs.at,Bundesministerium für Landesverteidigung und Sport,0,20123,Werbeaufträge und Medienkooperationen,2012,2,250,6666.67
Neue Kronen Zeitung,Krone,"Bundesministerium für Unterricht, Kunst und Kultur",0,20123,Werbeaufträge und Medienkooperationen,2012,2,251,34401.25
Kurier,Kurier,"Bundesministerium für Unterricht, Kunst und Kultur",0,20123,Werbeaufträge und Medienkooperationen,2012,2,252,18550.0
Kleine Zeitung,Kleine Zeitung,"Bundesministerium für Unterricht, Kunst und Kultur",0,20123,Werbeaufträge und Medienkooperationen,2012,2,253,25000.0
Österreich,Österreich,"Bundesministerium für Unterricht, Kunst und Kultur",0,20123,Werbeaufträge und Medienkooperationen,2012,2,254,76756.42
Heute,Heute,"Bundesministerium für Unterricht, Kunst und Kultur",0,20123,Werbeaufträge und Medienkooperationen,2012,2,255,15080.0
Familien,Familien,"Bundesministerium für Unterricht, Kunst und Kultur",0,20123,Werbeaufträge und Medienkooperationen,2012,2,256,6200.0
Wiener Bezirksblatt,Bezirksblätter,"Bundesministerium für Unterricht, Kunst und Kultur",0,20123,Werbeaufträge und Medienkooperationen,2012,2,257,10000.0
Paul Zsolnay Verlag Ges.m.b.H.,Paul Zsolnay Verlag Ges.m.b.H.,"Bundesministerium für Unterricht, Kunst und Kultur",0,20123,Förderungen,2012,4,258,6000.0
Austria Innovativ,Austria Innovativ,"Bundesministerium für Verkehr, Innovation und Technologie",0,20123,Werbeaufträge und Medienkooperationen,2012,2,259,20100.0
APA Zukunft Wissen/APA Science,APA,"Bundesministerium für Verkehr, Innovation und Technologie",0,20123,Werbeaufträge und Medienkooperationen,2012,2,260,13686.67
WirtschaftsBlatt,Wirtschaftsblatt,"Bundesministerium für Verkehr, Innovation und Technologie",0,20123,Werbeaufträge und Medienkooperationen,2012,2,261,13227.52
Format,Format,"Bundesministerium für Verkehr, Innovation und Technologie",0,20123,Werbeaufträge und Medienkooperationen,2012,2,262,19500.0
Heute,Heute,"Bundesministerium für Verkehr, Innovation und Technologie",0,20123,Werbeaufträge und Medienkooperationen,2012,2,263,24103.2
Österreich,Österreich,"Bundesministerium für Verkehr, Innovation und Technologie",0,20123,Werbeaufträge und Medienkooperationen,2012,2,264,31972.5
Standard Forschung Spezial,Der Standard,"Bundesministerium für Verkehr, Innovation und Technologie",0,20123,Werbeaufträge und Medienkooperationen,2012,2,265,18820.0
Presse Forschungsmagazin,Die Presse,"Bundesministerium für Verkehr, Innovation und Technologie",0,20123,Werbeaufträge und Medienkooperationen,2012,2,266,35000.0
Chemiereport,Chemiereport,"Bundesministerium für Wirtschaft, Familie und Jugend",0,20123,Werbeaufträge und Medienkooperationen,2012,2,267,6562.5
APA ZukunftWissen,APA,"Bundesministerium für Wirtschaft, Familie und Jugend",0,20123,Werbeaufträge und Medienkooperationen,2012,2,268,12500.0
Der Standard,Der Standard,"Bundesministerium für Wirtschaft, Familie und Jugend",0,20123,Werbeaufträge und Medienkooperationen,2012,2,269,13541.67
Die Presse,Die Presse,"Bundesministerium für Wirtschaft, Familie und Jugend",0,20123,Werbeaufträge und Medienkooperationen,2012,2,270,13541.67
Krone,Krone,Bundesministerium für Wissenschaft und Forschung,0,20123,Werbeaufträge und Medienkooperationen,2012,2,271,12600.42
Kurier,Kurier,Bundesministerium für Wissenschaft und Forschung,0,20123,Werbeaufträge und Medienkooperationen,2012,2,272,5319.25
Bestsurf Network gmbh,Bestsurf Network gmbh,Bundesministerium für Wissenschaft und Forschung,0,20123,Werbeaufträge und Medienkooperationen,2012,2,273,14450.0
Österreichischer Rundfunk - ORF,ORF,Bundesministerium für Wissenschaft und Forschung,0,20123,Werbeaufträge und Medienkooperationen,2012,2,274,31169.84
Die Presse,Die Presse,Bundesministerium für Wissenschaft und Forschung,0,20123,Werbeaufträge und Medienkooperationen,2012,2,275,26363.63
Weekend Magazin Wien/Bgld.,Weekend Magazin,Bundesministerium für Wissenschaft und Forschung,0,20123,Werbeaufträge und Medienkooperationen,2012,2,276,6650.0
NEWS,News,Bundesministerium für Wissenschaft und Forschung,0,20123,Werbeaufträge und Medienkooperationen,2012,2,277,9690.0
Salzburger Nachrichten,Salzburger Nachrichten,Bundesministerium für Wissenschaft und Forschung,0,20123,Werbeaufträge und Medienkooperationen,2012,2,278,9117.25
FORMAT,Format,Bundesministerium für Wissenschaft und Forschung,0,20123,Werbeaufträge und Medienkooperationen,2012,2,279,19500.0
Falter,Falter,Bundesministerium für Wissenschaft und Forschung,0,20123,Werbeaufträge und Medienkooperationen,2012,2,280,8585.0
Heute,Heute,Bundesministerium für Wissenschaft und Forschung,0,20123,Werbeaufträge und Medienkooperationen,2012,2,281,17196.78
Biber,Biber,Bundesministerium für Wissenschaft und Forschung,0,20123,Werbeaufträge und Medienkooperationen,2012,2,282,5440.0
Austria Innovativ,Austria Innovativ,Bundesministerium für Wissenschaft und Forschung,0,20123,Werbeaufträge und Medienkooperationen,2012,2,283,5714.29
Der Standard,Der Standard,Bundesministerium für Wissenschaft und Forschung,0,20123,Werbeaufträge und Medienkooperationen,2012,2,284,16702.96
zukunftwissen.apa.at,APA,Bundesministerium für Wissenschaft und Forschung,0,20123,Werbeaufträge und Medienkooperationen,2012,2,285,12500.01
mediazone advertising gmbh,mediazone advertising gmbh,Bundesministerium für Wissenschaft und Forschung,0,20123,Werbeaufträge und Medienkooperationen,2012,2,286,10200.0
tv-media,TV-media,Bundesministerium für Wissenschaft und Forschung,0,20123,Werbeaufträge und Medienkooperationen,2012,2,287,5060.0
BKF Das Burgenland Fernsehen GmbH,BKF Das Burgenland Fernsehen GmbH,Burgenländische Elektrizitätswirtschafts - Aktiengesellschaft (BEWAG),0,20123,Werbeaufträge und Medienkooperationen,2012,2,288,95536.96
BVZ Burgenländische Volkszeitung,BVZ Burgenländische Volkszeitung,Burgenländische Elektrizitätswirtschafts - Aktiengesellschaft (BEWAG),0,20123,Werbeaufträge und Medienkooperationen,2012,2,289,7140.0
Österreich,Österreich,Burgenländische Elektrizitätswirtschafts - Aktiengesellschaft (BEWAG),0,20123,Werbeaufträge und Medienkooperationen,2012,2,290,8351.42
ORF,ORF,Burgenländische Elektrizitätswirtschafts - Aktiengesellschaft (BEWAG),0,20123,Werbeaufträge und Medienkooperationen,2012,2,291,14087.5
Falter,Falter,Burgtheater GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,292,8347.76
NÖN,Niederösterreichische Nachrichten,"Büro V - Jugend-, Kultur- und Veranstaltungsmanagement GmbH",0,20123,Werbeaufträge und Medienkooperationen,2012,2,293,13510.0
Bezirksblätter Niederösterreich,Bezirksblätter,"Büro V - Jugend-, Kultur- und Veranstaltungsmanagement GmbH",0,20123,Werbeaufträge und Medienkooperationen,2012,2,294,17033.0
Hallo Nachbar,Hallo Nachbar,Central Danube Region Marketing & Development GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,295,5040.0
Pirgfellner Werbung / U-Bahn Tafeln,Pirgfellner Werbung,Central Danube Region Marketing & Development GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,296,5412.3
Pirgfellner Werbung / Vorauszahlung 2013,Pirgfellner Werbung,Central Danube Region Marketing & Development GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,297,8000.0
Check Felix,Checkfelix,City Air Terminal Betriebsgesellschaft m.b.H.,0,20123,Werbeaufträge und Medienkooperationen,2012,2,298,6051.5
Sky Lines,Sky Lines,City Air Terminal Betriebsgesellschaft m.b.H.,0,20123,Werbeaufträge und Medienkooperationen,2012,2,299,8560.24
Tips,Tips,City Center Amstetten GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,300,15950.14
NÖN Kombi Mostviertel,Niederösterreichische Nachrichten,City Center Amstetten GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,301,11482.05
Krone NÖ West,Krone,City Center Amstetten GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,302,6450.04
Factory,Factory,Clusterland Oberösterreich GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,303,8816.19
Kärntner Woche,Kärntner Woche,CMA Carinthische Musikakademie GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,304,5714.66
Tirolerin Verlags GmbH,Tirolerin Verlags GmbH,Congress und Messe Innsbruck GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,305,7298.0
Prologo advertising GmbH,Prologo,Congress und Messe Innsbruck GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,306,16129.86
Prologo,Prologo,Congress und Messe Innsbruck GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,307,71499.0
Schlüsselverlag Moser GmbH,Schlüsselverlag Moser GmbH,Congress und Messe Innsbruck GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,308,8609.35
"Bezirksblätter Tirol (ausgenommen Kitzbühel, Kufstein, Schwaz, inkl Stadtblatt)",Bezirksblätter,CYTA-Errichtungs- und Management GmbH & CO KG,0,20123,Werbeaufträge und Medienkooperationen,2012,2,309,7356.0
OÖ Nachrichten,OÖNachrichten,Dachstein Tourismus AG,0,20123,Werbeaufträge und Medienkooperationen,2012,2,310,7947.84
"Werberaum GmbH und Echo Verlag, R19 Regionalrundschau, Trachtenverband","Werberaum GmbH und Echo Verlag, R19 Regionalrundschau, Trachtenverband",DAKA WINKLER KANALSERVICE GMBH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,311,6162.87
The Gap,The Gap,departure - Die Kreativagentur der Stadt Wien GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,312,8685.0
Ars Electronica Linz GmbH,Ars Electronica Linz GmbH,Design Center Linz Be- triebsgesellschaft m.b.H.,0,20123,Werbeaufträge und Medienkooperationen,2012,2,313,10330.0
Vorarlberger Nachrichten,Vorarlberger Nachrichten,Dornbirner Seilbahn GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,314,5775.0
ORF 1,ORF,Dornbirner Sparkasse Bank AG,0,20123,Werbeaufträge und Medienkooperationen,2012,2,315,17703.0
Pro Sieben Austria,Pro Sieben,Dornbirner Sparkasse Bank AG,0,20123,Werbeaufträge und Medienkooperationen,2012,2,316,6386.0
Vorarlberger Nachrichten,Vorarlberger Nachrichten,Dornbirner Sparkasse Bank AG,0,20123,Werbeaufträge und Medienkooperationen,2012,2,317,5637.15
ORF Vorarlberg,ORF,Dornbirner Sparkasse Bank AG,0,20123,Werbeaufträge und Medienkooperationen,2012,2,318,5491.68
Vorarlberger Nachrichten,Vorarlberger Nachrichten,Dornbirner Stadtmarketing GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,319,6081.6
ORF Vorarlberg,ORF,Dornbirner Stadtmarketing GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,320,5695.75
NÖ Gemeinde,NÖ Gemeinde,ecoplus.Niederösterreichs Wirtschaftsagentur GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,321,5079.17
Österreich,Österreich,ecoplus.Niederösterreichs Wirtschaftsagentur GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,322,7953.73
FORMAT,Format,ecoplus.Niederösterreichs Wirtschaftsagentur GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,323,5223.25
Bezirksblätter Niederösterreich,Bezirksblätter,ecoplus.Niederösterreichs Wirtschaftsagentur GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,324,37107.47
